,index,Suburb,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,distance_group,Date_Month,airbnb_price_mean
8715,8735,Beaumaris,4,h,1221000.0,17.3,3193.0,2.0,3.0,554.0,,1925.0,Bayside,-37.98139000000001,145.05251,5366.0,"(10, 20]",2017-01-01,215.92857142857142
8716,8736,Beaumaris,4,h,1823000.0,17.3,3193.0,2.0,3.0,728.0,,,Bayside,-37.98713,145.04887,5366.0,"(10, 20]",2017-01-01,215.92857142857142
8717,8737,Beaumaris,6,h,2000000.0,17.3,3193.0,3.0,4.0,836.0,,,Bayside,-37.98942,145.03394,5366.0,"(10, 20]",2017-01-01,215.92857142857142
8718,8738,Bentleigh,3,h,1365000.0,11.4,3204.0,1.0,1.0,776.0,,,Glen Eira,-37.92487,145.04703,6795.0,"(10, 20]",2017-01-01,114.6125
8719,8739,Bentleigh,3,h,1045000.0,11.4,3204.0,1.0,1.0,401.0,114.0,1970.0,Glen Eira,-37.929990000000004,145.04932,6795.0,"(10, 20]",2017-01-01,114.6125
8720,8740,Bentleigh East,5,h,1220000.0,13.8,3165.0,2.0,2.0,611.0,188.0,1950.0,Glen Eira,-37.93228,145.07026000000005,10969.0,"(10, 20]",2017-01-01,113.03921568627452
8721,8741,Berwick,4,h,627500.0,35.2,3806.0,2.0,2.0,687.0,,,Casey,-38.02434,145.33117,17093.0,"(30, 40]",2017-01-01,488.27272727272725
8722,8742,Boronia,3,h,642000.0,25.0,3155.0,2.0,2.0,968.0,,,Knox,-37.846740000000004,145.29351,9704.0,"(20, 30]",2017-01-01,95.57142857142857
8723,8743,Briar Hill,3,h,840000.0,16.1,3088.0,1.0,2.0,509.0,120.0,2000.0,Banyule,-37.708220000000004,145.11495,1390.0,"(10, 20]",2017-01-01,68.36363636363636
8724,8744,Brighton,3,h,2650000.0,10.5,3186.0,2.0,2.0,645.0,219.0,1910.0,Bayside,-37.90876,145.00743,10579.0,"(10, 20]",2017-01-01,268.2983870967742
8725,8745,Brighton,1,u,380000.0,10.5,3186.0,1.0,1.0,1993.0,46.0,2000.0,Bayside,-37.884679999999996,144.99722,10579.0,"(10, 20]",2017-01-01,268.2983870967742
8726,8746,Brighton,5,h,3250000.0,10.5,3186.0,3.0,2.0,835.0,,,Bayside,-37.92615,145.00281999999999,10579.0,"(10, 20]",2017-01-01,268.2983870967742
8727,8747,Brighton East,4,t,1731000.0,10.3,3187.0,3.0,2.0,345.0,239.0,2001.0,Bayside,-37.91503,145.00888,6938.0,"(10, 20]",2017-01-01,193.8679245283019
8728,8748,Broadmeadows,3,t,465000.0,14.0,3047.0,2.0,3.0,248.0,123.21,2010.0,Hume,-37.68358,144.92387,4294.0,"(10, 20]",2017-01-01,63.857142857142854
8729,8749,Broadmeadows,3,h,518500.0,14.0,3047.0,1.0,0.0,576.0,110.0,1999.0,Hume,-37.692370000000004,144.93143999999995,4294.0,"(10, 20]",2017-01-01,63.857142857142854
8730,8750,Brunswick,2,u,692000.0,5.2,3056.0,1.0,1.0,0.0,,,Moreland,-37.77742,144.95666,11918.0,"(0, 10]",2017-01-01,94.67264573991031
8731,8751,Brunswick East,2,h,1305000.0,4.0,3057.0,1.0,0.0,315.0,,,Moreland,-37.76386,144.97783,5533.0,"(0, 10]",2017-01-01,154.43243243243242
8732,8752,Brunswick West,3,h,1100000.0,5.2,3055.0,1.0,1.0,322.0,,,Moreland,-37.76073,144.94803000000005,7082.0,"(0, 10]",2017-01-01,87.82758620689656
8733,8753,Brunswick West,2,h,573000.0,5.2,3055.0,1.0,1.0,0.0,,1970.0,Moreland,-37.76732,144.94098,7082.0,"(0, 10]",2017-01-01,87.82758620689656
8734,8754,Bulleen,3,h,1060000.0,10.8,3105.0,1.0,2.0,631.0,,,Manningham,-37.77615,145.08907,4480.0,"(10, 20]",2017-01-01,116.26086956521739
8735,8755,Bundoora,3,h,805000.0,12.1,3083.0,1.0,2.0,669.0,,,Banyule,-37.70834,145.05424,10175.0,"(10, 20]",2017-01-01,84.13793103448276
8736,8756,Bundoora,3,h,682000.0,12.1,3083.0,1.0,1.0,583.0,,,Banyule,-37.70074,145.0648,10175.0,"(10, 20]",2017-01-01,84.13793103448276
8737,8757,Burnside Heights,3,h,535000.0,14.8,3023.0,2.0,2.0,472.0,230.0,2005.0,Melton,-37.7331,144.76282,1686.0,"(10, 20]",2017-01-01,92.6
8738,8758,Burwood East,4,h,1088000.0,14.7,3151.0,1.0,1.0,536.0,140.7481,,Whitehorse,-37.8534,145.14218,4048.0,"(10, 20]",2017-01-01,97.65517241379311
8739,8759,Burwood East,3,h,1180000.0,14.7,3151.0,1.0,1.0,563.0,,,Whitehorse,-37.85771,145.15466,4048.0,"(10, 20]",2017-01-01,97.65517241379311
8740,8760,Cairnlea,3,h,630000.0,14.8,3023.0,2.0,2.0,397.0,145.0,2007.0,Brimbank,-37.75107,144.78415,2674.0,"(10, 20]",2017-01-01,92.6
8741,8761,Camberwell,2,u,677000.0,7.7,3124.0,1.0,1.0,131.0,76.0,1975.0,Boroondara,-37.847159999999995,145.07351,8920.0,"(0, 10]",2017-01-01,138.5568181818182
8742,8762,Camberwell,2,u,670000.0,7.7,3124.0,1.0,1.0,0.0,,,Boroondara,-37.83202,145.06095,8920.0,"(0, 10]",2017-01-01,138.5568181818182
8743,8763,Camberwell,3,t,1320000.0,7.7,3124.0,2.0,2.0,227.0,223.0,2006.0,Boroondara,-37.84689,145.05863,8920.0,"(0, 10]",2017-01-01,138.5568181818182
8744,8764,Canterbury,2,u,816000.0,8.4,3126.0,2.0,1.0,8140.0,86.5,2015.0,Boroondara,-37.82091,145.06011,3265.0,"(0, 10]",2017-01-01,148.1304347826087
8745,8765,Carlton,1,u,350000.0,1.6,3053.0,1.0,1.0,0.0,30.6,1970.0,Melbourne,-37.798590000000004,144.97336,6786.0,"(0, 10]",2017-01-01,111.76765799256506
8746,8766,Carlton,2,u,620000.0,1.6,3053.0,2.0,1.0,0.0,,2013.0,Melbourne,-37.7969,144.9742,6786.0,"(0, 10]",2017-01-01,111.76765799256506
8747,8767,Carlton,3,h,1760000.0,1.6,3053.0,2.0,2.0,151.0,,,Melbourne,-37.79449,144.97406,6786.0,"(0, 10]",2017-01-01,111.76765799256506
8748,8768,Caroline Springs,3,h,545000.0,14.8,3023.0,2.0,2.0,301.0,,,Melton,-37.743970000000004,144.73471999999995,7719.0,"(10, 20]",2017-01-01,92.6
8749,8769,Caulfield South,2,u,1091500.0,8.7,3162.0,2.0,1.0,225.0,,,Glen Eira,-37.89565,145.0234,5051.0,"(0, 10]",2017-01-01,130.11111111111111
8750,8770,Cheltenham,5,h,1140000.0,17.9,3192.0,2.0,2.0,570.0,,,Kingston,-37.96763,145.07898,9758.0,"(10, 20]",2017-01-01,115.06666666666666
8751,8771,Cheltenham,3,t,950000.0,17.9,3192.0,3.0,2.0,160.0,149.0,2013.0,Bayside,-37.96062,145.04296000000005,9758.0,"(10, 20]",2017-01-01,115.06666666666666
8752,8772,Cheltenham,2,u,425000.0,17.9,3192.0,1.0,1.0,0.0,,,Bayside,-37.97143,145.05219,9758.0,"(10, 20]",2017-01-01,115.06666666666666
8753,8773,Cheltenham,3,h,1116000.0,17.9,3192.0,1.0,2.0,610.0,,,Kingston,-37.95629,145.06031000000004,9758.0,"(10, 20]",2017-01-01,115.06666666666666
8754,8774,Clifton Hill,3,u,1030000.0,3.6,3068.0,2.0,2.0,538.0,,1995.0,Yarra,-37.792970000000004,144.99776,2954.0,"(0, 10]",2017-01-01,126.01298701298701
8755,8775,Coburg,2,h,900000.0,6.7,3058.0,1.0,1.0,350.0,100.0,1920.0,Moreland,-37.74483,144.97269,11204.0,"(0, 10]",2017-01-01,103.10526315789474
8756,8776,Coburg,4,h,922000.0,6.7,3058.0,2.0,2.0,463.0,80.0,1960.0,Moreland,-37.73704,144.97959,11204.0,"(0, 10]",2017-01-01,103.10526315789474
8757,8777,Coburg,3,h,1077000.0,6.7,3058.0,1.0,2.0,512.0,,,Moreland,-37.75279000000001,144.95379,11204.0,"(0, 10]",2017-01-01,103.10526315789474
8758,8778,Coburg North,3,h,805000.0,6.7,3058.0,2.0,2.0,296.0,,,Moreland,-37.72495,144.98348000000001,3445.0,"(0, 10]",2017-01-01,103.10526315789474
8759,8779,Craigieburn,4,h,665000.0,20.6,3064.0,2.0,2.0,756.0,236.0,2007.0,Hume,-37.58885,144.90135,15510.0,"(20, 30]",2017-01-01,71.4047619047619
8760,8780,Craigieburn,3,h,515500.0,20.6,3064.0,1.0,4.0,651.0,117.0,1990.0,Hume,-37.60329,144.93948,15510.0,"(20, 30]",2017-01-01,71.4047619047619
8761,8781,Craigieburn,3,h,660000.0,20.6,3064.0,2.0,3.0,618.0,225.5,2014.0,Hume,-37.59715,144.89656000000005,15510.0,"(20, 30]",2017-01-01,71.4047619047619
8762,8782,Cranbourne,5,h,572000.0,34.7,3977.0,2.0,1.0,581.0,,,Casey,-38.10687,145.2811,7680.0,"(30, 40]",2017-01-01,92.95555555555555
8763,8783,Croydon,4,h,932000.0,23.0,3136.0,2.0,2.0,880.0,225.0,1970.0,Maroondah,-37.79587,145.2683,11925.0,"(20, 30]",2017-01-01,84.8076923076923
8764,8784,Croydon,2,h,570000.0,23.0,3136.0,1.0,1.0,312.0,110.0,1994.0,Maroondah,-37.807520000000004,145.27212,11925.0,"(20, 30]",2017-01-01,84.8076923076923
8765,8785,Croydon,4,h,875000.0,23.0,3136.0,2.0,2.0,244.0,,,Maroondah,-37.80267,145.27569,11925.0,"(20, 30]",2017-01-01,84.8076923076923
8766,8786,Dandenong,2,u,348000.0,24.7,3175.0,1.0,0.0,156.0,,,Greater Dandenong,-37.987120000000004,145.22262,10894.0,"(20, 30]",2017-01-01,185.57142857142858
8767,8787,Dandenong North,3,h,627000.0,24.7,3175.0,1.0,1.0,610.0,120.0,1970.0,Greater Dandenong,-37.96322,145.20586,8322.0,"(20, 30]",2017-01-01,185.57142857142858
8768,8788,Dandenong North,3,h,760000.0,24.7,3175.0,1.0,2.0,751.0,,,Greater Dandenong,-37.96609,145.21997,8322.0,"(20, 30]",2017-01-01,185.57142857142858
8769,8789,Diamond Creek,2,h,621000.0,21.8,3089.0,1.0,0.0,610.0,61.0,1939.0,Nillumbik,-37.67629,145.15589,4258.0,"(20, 30]",2017-01-01,81.16666666666667
8770,8790,Dingley Village,2,u,612000.0,22.2,3172.0,1.0,1.0,197.0,,1975.0,Kingston,-37.984120000000004,145.13433,3940.0,"(20, 30]",2017-01-01,79.66666666666667
8771,8791,Doncaster,3,t,840000.0,12.4,3108.0,2.0,2.0,0.0,,,Manningham,-37.78653,145.12363,9028.0,"(10, 20]",2017-01-01,128.82978723404256
8772,8792,Doncaster East,6,h,1856000.0,14.3,3109.0,3.0,3.0,1056.0,322.0,1970.0,Manningham,-37.78053,145.15567,10999.0,"(10, 20]",2017-01-01,117.0
8773,8793,Donvale,7,h,2705000.0,16.1,3111.0,2.0,4.0,5022.0,409.54,2004.0,Manningham,-37.76598,145.19329,4790.0,"(10, 20]",2017-01-01,151.8
8774,8794,Doreen,3,h,530500.0,25.9,3754.0,2.0,2.0,400.0,179.0,2012.0,Whittlesea,-37.61042,145.11932,7254.0,"(20, 30]",2017-01-01,115.15789473684211
8775,8795,Eltham,3,h,975000.0,18.0,3095.0,1.0,0.0,841.0,,,Nillumbik,-37.71926,145.15081999999995,6990.0,"(10, 20]",2017-01-01,112.0
8776,8796,Eltham,3,h,805000.0,18.0,3095.0,2.0,0.0,848.0,127.0,1979.0,Nillumbik,-37.70913,145.1647,6990.0,"(10, 20]",2017-01-01,112.0
8777,8797,Epping,4,h,940000.0,19.6,3076.0,3.0,2.0,508.0,364.0,2012.0,Whittlesea,-37.62693,145.01563000000004,10926.0,"(10, 20]",2017-01-01,51.529411764705884
8778,8798,Epping,2,u,437000.0,19.6,3076.0,1.0,2.0,351.0,109.0,2000.0,Whittlesea,-37.65099,145.04663,10926.0,"(10, 20]",2017-01-01,51.529411764705884
8779,8799,Epping,5,h,660000.0,19.6,3076.0,3.0,2.0,708.0,,,Whittlesea,-37.63888,145.02813,10926.0,"(10, 20]",2017-01-01,51.529411764705884
8780,8800,Essendon,3,h,1325000.0,7.5,3040.0,2.0,2.0,441.0,,,Moonee Valley,-37.74664,144.92285,9264.0,"(0, 10]",2017-01-01,114.14285714285714
8781,8801,Essendon,1,u,310000.0,7.5,3040.0,1.0,1.0,0.0,,,Moonee Valley,-37.75515,144.92113999999995,9264.0,"(0, 10]",2017-01-01,114.14285714285714
8782,8802,Essendon,3,t,864000.0,7.5,3040.0,1.0,2.0,177.0,3.0,,Moonee Valley,-37.7401,144.89674,9264.0,"(0, 10]",2017-01-01,114.14285714285714
8783,8803,Essendon,1,u,291000.0,7.5,3040.0,1.0,1.0,0.0,47.0,1970.0,Moonee Valley,-37.75121,144.91326,9264.0,"(0, 10]",2017-01-01,114.14285714285714
8784,8804,Essendon West,3,h,750000.0,7.5,3040.0,1.0,1.0,236.0,114.0,2000.0,Moonee Valley,-37.75403,144.8867,588.0,"(0, 10]",2017-01-01,114.14285714285714
8785,8805,Essendon West,5,h,2200000.0,7.5,3040.0,3.0,2.0,607.0,291.0,2016.0,Moonee Valley,-37.75148,144.88519,588.0,"(0, 10]",2017-01-01,114.14285714285714
8786,8806,Fairfield,3,h,1550000.0,5.7,3078.0,2.0,0.0,478.0,,,Darebin,-37.78022,145.01771000000005,2970.0,"(0, 10]",2017-01-01,111.20270270270271
8787,8807,Fawkner,3,h,720000.0,13.1,3060.0,1.0,2.0,603.0,,,Moreland,-37.69863,144.96685,5070.0,"(10, 20]",2017-01-01,49.666666666666664
8788,8808,Fitzroy North,2,h,1350000.0,3.6,3068.0,1.0,1.0,184.0,79.0,1900.0,Yarra,-37.784929999999996,144.98879,6244.0,"(0, 10]",2017-01-01,126.01298701298701
8789,8809,Fitzroy North,3,h,1852000.0,3.6,3068.0,2.0,1.0,138.0,125.0,1900.0,Yarra,-37.78714,144.97966,6244.0,"(0, 10]",2017-01-01,126.01298701298701
8790,8810,Fitzroy North,2,h,1100000.0,3.6,3068.0,1.0,0.0,139.0,,,Yarra,-37.7836,144.98031,6244.0,"(0, 10]",2017-01-01,126.01298701298701
8791,8811,Footscray,1,u,170000.0,5.1,3011.0,1.0,0.0,30.0,26.0,2013.0,Maribyrnong,-37.80141,144.89587,7570.0,"(0, 10]",2017-01-01,95.6010101010101
8792,8812,Forest Hill,4,h,1372000.0,15.4,3131.0,1.0,2.0,866.0,,1970.0,Whitehorse,-37.838159999999995,145.17783,4385.0,"(10, 20]",2017-01-01,112.5925925925926
8793,8813,Forest Hill,3,t,850500.0,15.4,3131.0,2.0,2.0,353.0,,,Whitehorse,-37.83401,145.17757,4385.0,"(10, 20]",2017-01-01,112.5925925925926
8794,8814,Frankston,3,h,640000.0,38.0,3199.0,2.0,1.0,368.0,,,Frankston,-38.1523,145.11874,17055.0,"(30, 40]",2017-01-01,174.96116504854368
8795,8815,Frankston North,3,h,611000.0,36.9,3200.0,2.0,1.0,691.0,109.0,1960.0,Frankston,-38.119479999999996,145.14928,2500.0,"(30, 40]",2017-01-01,40.0
8796,8816,Frankston South,3,h,755000.0,38.0,3199.0,1.0,2.0,786.0,174.0,1960.0,Frankston,-38.16492,145.12656,7566.0,"(30, 40]",2017-01-01,174.96116504854368
8797,8817,Gisborne,4,h,521000.0,45.9,3437.0,2.0,2.0,978.0,144.0,1980.0,Macedon Ranges,-37.49642,144.60119,3376.0,"(40, 50]",2017-01-01,114.6125
8798,8818,Gladstone Park,3,h,625000.0,12.9,3043.0,1.0,2.0,544.0,,,Hume,-37.68541,144.88471,3285.0,"(10, 20]",2017-01-01,114.82758620689656
8799,8819,Glen Iris,4,h,1910000.0,7.3,3146.0,2.0,3.0,737.0,,,Boroondara,-37.86231,145.07213000000004,10412.0,"(0, 10]",2017-01-01,135.83333333333334
8800,8820,Glen Iris,2,u,500000.0,7.3,3146.0,1.0,1.0,0.0,76.0,1965.0,Stonnington,-37.85399,145.04699,10412.0,"(0, 10]",2017-01-01,135.83333333333334
8801,8821,Glen Iris,2,u,523000.0,7.3,3146.0,1.0,1.0,0.0,,,Stonnington,-37.85546,145.04998,10412.0,"(0, 10]",2017-01-01,135.83333333333334
8802,8822,Glenroy,3,t,525000.0,11.2,3046.0,1.0,1.0,194.0,133.0,2011.0,Moreland,-37.701679999999996,144.94862,8870.0,"(10, 20]",2017-01-01,69.03333333333333
8803,8823,Glenroy,3,h,847000.0,11.2,3046.0,1.0,2.0,650.0,,,Moreland,-37.71399,144.92264,8870.0,"(10, 20]",2017-01-01,69.03333333333333
8804,8824,Greensborough,6,h,990000.0,16.1,3088.0,3.0,2.0,562.0,,,Banyule,-37.69749,145.1058,8524.0,"(10, 20]",2017-01-01,68.36363636363636
8805,8825,Greensborough,2,u,695000.0,16.1,3088.0,2.0,1.0,208.0,107.0,2000.0,Banyule,-37.70267,145.09526,8524.0,"(10, 20]",2017-01-01,68.36363636363636
8806,8826,Hadfield,2,u,500000.0,11.2,3046.0,1.0,2.0,304.0,,,Moreland,-37.70733,144.94041,2606.0,"(10, 20]",2017-01-01,69.03333333333333
8807,8827,Hallam,3,h,662500.0,32.3,3803.0,2.0,2.0,649.0,,,Casey,-38.00022,145.2709,3728.0,"(30, 40]",2017-01-01,140.16666666666666
8808,8828,Hampton,3,u,1210000.0,13.8,3188.0,2.0,2.0,9838.0,152.0,2010.0,Bayside,-37.93464,144.99601,5454.0,"(10, 20]",2017-01-01,245.11267605633802
8809,8829,Hampton East,3,h,1140000.0,13.8,3188.0,1.0,2.0,1469.0,204.0,,Bayside,-37.934329999999996,145.02983999999995,2356.0,"(10, 20]",2017-01-01,245.11267605633802
8810,8830,Hawthorn,1,u,395000.0,5.3,3122.0,1.0,1.0,910.0,,,Boroondara,-37.81333,145.01932,11308.0,"(0, 10]",2017-01-01,180.57065217391303
8811,8831,Hawthorn,3,u,1000000.0,5.3,3122.0,1.0,1.0,1079.0,90.0,1940.0,Boroondara,-37.82987,145.03421,11308.0,"(0, 10]",2017-01-01,180.57065217391303
8812,8832,Hawthorn,2,u,450000.0,5.3,3122.0,1.0,1.0,2338.0,,,Boroondara,-37.83032,145.03898999999996,11308.0,"(0, 10]",2017-01-01,180.57065217391303
8813,8833,Hawthorn,4,h,2900000.0,5.3,3122.0,1.0,3.0,636.0,156.0,1890.0,Boroondara,-37.819309999999994,145.04107,11308.0,"(0, 10]",2017-01-01,180.57065217391303
8814,8834,Hawthorn,2,u,450000.0,5.3,3122.0,1.0,1.0,1540.0,71.0,1965.0,Boroondara,-37.82824,145.03136999999995,11308.0,"(0, 10]",2017-01-01,180.57065217391303
8815,8835,Healesville,3,h,650000.0,45.2,3777.0,2.0,4.0,724.0,156.6,2009.0,Yarra Ranges,-37.64685,145.52635,3307.0,"(40, 50]",2017-01-01,271.2566844919786
8816,8836,Heidelberg Heights,3,h,790000.0,8.8,3081.0,2.0,1.0,458.0,,,Banyule,-37.73569000000001,145.05913,2947.0,"(0, 10]",2017-01-01,83.65789473684211
8817,8837,Heidelberg Heights,2,h,780000.0,8.8,3081.0,1.0,1.0,588.0,,,Banyule,-37.73764,145.05323,2947.0,"(0, 10]",2017-01-01,83.65789473684211
8818,8838,Heidelberg West,3,h,726500.0,8.8,3081.0,1.0,0.0,593.0,95.0,1950.0,Banyule,-37.7482,145.04073,2674.0,"(0, 10]",2017-01-01,83.65789473684211
8819,8839,Heidelberg West,3,h,710000.0,8.8,3081.0,1.0,1.0,577.0,,,Banyule,-37.74307,145.0399,2674.0,"(0, 10]",2017-01-01,83.65789473684211
8820,8840,Highett,2,u,645000.0,16.0,3190.0,1.0,1.0,105.0,64.0,1970.0,Bayside,-37.94887,145.02647,4794.0,"(10, 20]",2017-01-01,154.56410256410257
8821,8841,Hillside,5,h,650500.0,18.0,3037.0,2.0,2.0,615.0,213.0,2007.0,Melton,-37.68455,144.73272,5556.0,"(10, 20]",2017-01-01,66.4375
8822,8842,Huntingdale,3,h,750000.0,12.3,3166.0,2.0,2.0,321.0,87.0,2005.0,Monash,-37.90415,145.10504,768.0,"(10, 20]",2017-01-01,113.14285714285714
8823,8843,Jacana,4,h,650000.0,14.0,3047.0,1.0,1.0,692.0,181.0,1960.0,Hume,-37.6876,144.91167,851.0,"(10, 20]",2017-01-01,63.857142857142854
8824,8844,Jacana,2,t,390000.0,14.0,3047.0,1.0,1.0,165.0,89.0,1995.0,Hume,-37.68582,144.91638,851.0,"(10, 20]",2017-01-01,63.857142857142854
8825,8845,Keilor Downs,3,h,810000.0,15.5,3038.0,2.0,2.0,766.0,,,Brimbank,-37.714240000000004,144.7958,3656.0,"(10, 20]",2017-01-01,91.0
8826,8846,Keilor Downs,3,h,735000.0,15.5,3038.0,2.0,2.0,749.0,180.0,1979.0,Brimbank,-37.723209999999995,144.80882,3656.0,"(10, 20]",2017-01-01,91.0
8827,8847,Keilor East,2,t,520000.0,11.7,3033.0,2.0,2.0,62.0,62.0,2014.0,Moonee Valley,-37.738929999999996,144.87661,5629.0,"(10, 20]",2017-01-01,83.64285714285714
8828,8848,Keilor Lodge,4,h,640000.0,15.5,3038.0,2.0,1.0,729.0,,1987.0,Brimbank,-37.70115,144.80143999999999,570.0,"(10, 20]",2017-01-01,91.0
8829,8849,Kensington,3,t,967000.0,3.4,3031.0,2.0,2.0,0.0,120.0,1999.0,Melbourne,-37.79482,144.92192,5263.0,"(0, 10]",2017-01-01,119.91489361702128
8830,8850,Kensington,2,h,850000.0,3.4,3031.0,1.0,0.0,133.0,,,Melbourne,-37.78906,144.93173000000004,5263.0,"(0, 10]",2017-01-01,119.91489361702128
8831,8851,Kensington,1,t,500000.0,3.4,3031.0,1.0,0.0,142.0,,,Melbourne,-37.79059,144.93145,5263.0,"(0, 10]",2017-01-01,119.91489361702128
8832,8852,Kensington,2,u,535000.0,3.4,3031.0,1.0,1.0,0.0,70.0,2011.0,Melbourne,-37.79122,144.93175,5263.0,"(0, 10]",2017-01-01,119.91489361702128
8833,8853,Kew,2,h,758000.0,5.4,3101.0,1.0,2.0,901.0,,,Boroondara,-37.79719,145.03177,10331.0,"(0, 10]",2017-01-01,139.5981308411215
8834,8854,Kew East,2,u,862000.0,7.3,3102.0,1.0,1.0,1011.0,72.0,1970.0,Boroondara,-37.7972,145.05225,2671.0,"(0, 10]",2017-01-01,759.0833333333334
8835,8855,Keysborough,4,h,965000.0,25.2,3173.0,2.0,2.0,576.0,,,Greater Dandenong,-38.00293,145.16465,8459.0,"(20, 30]",2017-01-01,71.60975609756098
8836,8856,Keysborough,4,h,761000.0,25.2,3173.0,1.0,2.0,680.0,170.0,1970.0,Greater Dandenong,-37.9865,145.16767,8459.0,"(20, 30]",2017-01-01,71.60975609756098
8837,8857,Kings Park,3,h,520000.0,14.0,3021.0,1.0,2.0,570.0,,,Brimbank,-37.73341,144.77161,2878.0,"(10, 20]",2017-01-01,81.65
8838,8858,Kings Park,3,h,530000.0,14.0,3021.0,1.0,1.0,532.0,112.0,1975.0,Brimbank,-37.731,144.77387,2878.0,"(10, 20]",2017-01-01,81.65
8839,8859,Kingsville,3,h,1020000.0,6.4,3012.0,1.0,0.0,281.0,,,Maribyrnong,-37.807809999999996,144.88083,1808.0,"(0, 10]",2017-01-01,112.63157894736842
8840,8860,Kingsville,1,u,210000.0,6.4,3012.0,1.0,1.0,0.0,,,Maribyrnong,-37.80893,144.87878,1808.0,"(0, 10]",2017-01-01,112.63157894736842
8841,8861,Lalor,4,h,750000.0,16.3,3075.0,2.0,4.0,544.0,205.0,2008.0,Whittlesea,-37.66747,144.98802,8279.0,"(10, 20]",2017-01-01,142.8
8842,8862,Lalor,3,h,635000.0,16.3,3075.0,1.0,4.0,536.0,,,Whittlesea,-37.67125,145.03171,8279.0,"(10, 20]",2017-01-01,142.8
8843,8863,Lalor,2,u,410000.0,16.3,3075.0,1.0,1.0,143.0,,,Whittlesea,-37.67222,145.0231,8279.0,"(10, 20]",2017-01-01,142.8
8844,8864,Lalor,5,h,675000.0,16.3,3075.0,2.0,2.0,750.0,,,Whittlesea,-37.67227000000001,145.03595,8279.0,"(10, 20]",2017-01-01,142.8
8845,8865,Lower Plenty,5,h,880000.0,14.6,3093.0,2.0,2.0,725.0,,,Banyule,-37.72399,145.12069,1624.0,"(10, 20]",2017-01-01,89.83333333333333
8846,8866,Maidstone,1,u,280000.0,6.4,3012.0,1.0,1.0,3826.0,55.0,2009.0,Maribyrnong,-37.777570000000004,144.87232,3873.0,"(0, 10]",2017-01-01,112.63157894736842
8847,8867,Maidstone,2,t,520000.0,6.4,3012.0,1.0,1.0,126.0,,,Maribyrnong,-37.78775,144.87446,3873.0,"(0, 10]",2017-01-01,112.63157894736842
8848,8868,Maidstone,3,t,895000.0,6.4,3012.0,2.0,2.0,262.0,153.0,2004.0,Maribyrnong,-37.78284,144.88098,3873.0,"(0, 10]",2017-01-01,112.63157894736842
8849,8869,Malvern East,3,h,2110000.0,8.4,3145.0,1.0,2.0,627.0,,,Stonnington,-37.86996,145.05621000000005,8801.0,"(0, 10]",2017-01-01,116.26724137931035
8850,8870,Maribyrnong,3,h,1050000.0,4.3,3032.0,2.0,1.0,563.0,,,Maribyrnong,-37.769,144.89934,4918.0,"(0, 10]",2017-01-01,111.61363636363636
8851,8871,Melton,4,h,320000.0,31.7,3337.0,2.0,1.0,547.0,200.0,1986.0,Melton,-37.690259999999995,144.57866,3600.0,"(30, 40]",2017-01-01,110.8076923076923
8852,8872,Melton,3,h,480000.0,31.7,3337.0,1.0,2.0,900.0,100.0,1980.0,Melton,-37.68738,144.57415,3600.0,"(30, 40]",2017-01-01,110.8076923076923
8853,8873,Mernda,4,h,670000.0,25.9,3754.0,2.0,2.0,512.0,221.0,2012.0,Whittlesea,-37.58676,145.08889,5812.0,"(20, 30]",2017-01-01,115.15789473684211
8854,8874,Mernda,4,h,520500.0,25.9,3754.0,2.0,2.0,482.0,,,Whittlesea,-37.60238,145.08695,5812.0,"(20, 30]",2017-01-01,115.15789473684211
8855,8875,Mill Park,2,u,460000.0,17.9,3082.0,1.0,1.0,241.0,88.0,2000.0,Whittlesea,-37.672309999999996,145.05878,10529.0,"(10, 20]",2017-01-01,76.66666666666667
8856,8876,Mill Park,3,h,610000.0,17.9,3082.0,1.0,1.0,560.0,,,Whittlesea,-37.66903,145.05091000000004,10529.0,"(10, 20]",2017-01-01,76.66666666666667
8857,8877,Mitcham,3,h,950000.0,17.2,3132.0,1.0,2.0,608.0,138.0,1975.0,Whitehorse,-37.825829999999996,145.20608000000001,6871.0,"(10, 20]",2017-01-01,68.60526315789474
8858,8878,Mitcham,3,t,970000.0,17.2,3132.0,2.0,1.0,263.0,146.0,2016.0,Whitehorse,-37.8179,145.20658,6871.0,"(10, 20]",2017-01-01,68.60526315789474
8859,8879,Mont Albert,5,h,2200000.0,10.2,3127.0,2.0,4.0,819.0,,,Boroondara,-37.81269,145.10236,2079.0,"(10, 20]",2017-01-01,86.41176470588235
8860,8880,Mont Albert,4,h,2320000.0,10.2,3127.0,2.0,5.0,728.0,,,Whitehorse,-37.81402,145.10336,2079.0,"(10, 20]",2017-01-01,86.41176470588235
8861,8881,Montmorency,3,h,655000.0,16.2,3094.0,2.0,3.0,382.0,128.0,1970.0,Banyule,-37.72857,145.12728,3891.0,"(10, 20]",2017-01-01,94.22222222222223
8862,8882,Montmorency,3,h,960000.0,16.2,3094.0,1.0,1.0,1285.0,,,Banyule,-37.716,145.13452,3891.0,"(10, 20]",2017-01-01,94.22222222222223
